"B008","C001","C002","E018","E035","E036","E039","F028","F116","F118","F120","F121","G006","X001","X003","X025R","X028","X049","X051","Y001","E033","E179WVS","E182"
1,1,2,2,1,NA,1,8,5,10,1,10,4,2,51,3,1,7,1,1,5,4,4
2,1,1,3,10,5,2,6,3,1,1,1,4,1,30,3,1,7,1,2,3,76002,76029
1,1,2,2,7,7,9,8,2,5,1,3,4,2,43,3,1,7,1,1,6,76001,4
1,1,3,3,3,5,6,7,1,1,1,6,4,1,72,1,1,7,1,3,6,76003,76002
1,1,1,3,4,3,5,7,3,5,1,5,3,1,54,3,1,7,1,4,7,4,4
1,1,2,3,7,3,2,2,1,7,1,1,3,1,60,1,0,7,1,2,5,4,4
1,1,2,3,1,3,1,8,6,6,5,5,3,2,64,1,1,7,1,4,4,4,4
1,1,1,3,3,1,1,7,1,7,7,1,4,1,53,3,1,7,1,4,1,76003,76002
1,1,2,3,5,4,5,8,5,5,5,5,3,2,50,1,0,7,0,4,5,4,4
1,1,1,3,1,1,1,8,1,6,6,6,2,1,55,3,1,7,0,4,1,76002,76002
1,2,2,2,5,6,4,8,1,5,1,7,4,2,52,3,0,7,1,0,6,4,4
1,2,2,3,6,2,2,8,4,1,1,1,3,1,52,2,1,7,1,1,6,76004,76003
1,1,3,3,3,1,1,7,1,5,5,5,2,1,28,3,1,7,1,4,7,76003,76002
1,2,2,3,3,9,1,7,7,1,1,7,3,1,52,2,1,4,1,3,7,76029,4
1,1,2,3,8,8,3,7,1,8,1,9,3,2,23,2,1,4,1,4,7,76003,76002
1,1,2,3,10,1,5,7,2,6,1,8,4,1,42,2,1,4,1,3,4,76003,76029
3,2,2,3,5,5,5,7,2,4,1,1,3,2,44,1,1,4,1,0,5,76002,76006
1,1,2,3,7,7,7,7,5,5,2,5,1,1,29,2,1,4,1,3,5,76003,4
1,1,2,3,1,5,1,2,3,7,8,10,3,2,29,2,0,4,1,2,6,76003,4
1,1,2,3,1,1,1,6,9,5,5,5,4,1,39,3,1,4,1,3,1,76002,4
1,1,2,3,7,7,9,7,9,5,5,5,4,2,37,3,0,4,1,3,5,76003,4
1,1,2,3,7,6,3,2,1,2,1,5,4,1,22,2,1,4,1,3,8,76003,4
2,1,2,3,7,4,4,5,1,6,1,8,3,1,54,3,1,4,1,3,5,4,5
1,1,2,NA,1,2,1,2,2,5,1,10,3,1,50,1,1,8,1,2,5,4,76001
1,1,2,3,10,1,1,8,1,5,5,5,4,2,57,3,1,8,1,1,7,76003,76029
3,1,2,3,9,3,2,5,2,NA,1,10,4,2,54,1,1,8,0,3,2,4,4
2,3,2,2,5,5,6,8,7,2,1,2,3,2,18,2,0,8,0,3,NA,NA,NA
1,1,2,3,2,2,2,8,2,2,1,5,2,2,39,1,1,8,0,4,1,76006,76002
3,1,2,3,8,2,1,6,2,5,3,9,1,1,47,3,1,8,1,2,9,5,4
3,1,2,3,1,1,1,7,1,10,1,10,3,2,42,2,1,8,1,3,1,4,4
3,1,2,3,8,8,3,8,1,1,1,1,2,2,35,3,1,8,1,3,4,76001,76002
1,1,2,2,8,1,1,6,1,10,NA,10,3,1,18,3,0,8,1,3,10,76003,76002
1,3,1,3,6,1,3,8,1,1,2,9,4,1,30,1,1,8,0,2,6,5,76004
1,1,3,3,5,8,2,6,3,5,1,5,3,1,29,2,1,6,0,2,5,4,4
1,1,2,2,4,3,2,8,3,1,1,5,4,2,44,1,0,6,1,3,7,4,4
2,1,2,3,7,7,2,7,2,4,1,5,3,1,74,1,1,6,1,3,5,76003,4
2,2,2,1,6,4,2,8,3,4,1,5,4,1,44,2,1,6,1,2,5,4,76001
1,2,2,3,4,5,4,8,2,1,1,6,3,1,51,2,1,6,1,3,5,76002,76001
1,1,3,3,5,7,2,6,1,5,1,6,3,1,35,1,1,6,1,2,5,76002,76003
2,1,2,3,8,5,3,7,2,1,1,5,4,1,36,2,1,6,1,2,5,76002,4
1,2,2,3,5,8,2,8,3,5,1,5,3,1,50,1,1,6,1,1,5,4,4
2,1,2,3,5,8,3,6,1,4,1,5,2,1,37,2,1,6,1,0,4,76002,4
2,1,3,2,5,4,3,6,1,1,1,5,3,1,48,1,1,6,1,1,5,76001,4
1,3,2,3,4,4,7,2,10,5,5,7,3,1,35,3,1,5,1,2,3,76005,5
1,1,2,3,10,4,4,1,1,1,1,6,2,1,66,1,1,5,1,2,5,76029,76006
1,1,2,3,2,1,5,1,1,1,1,10,3,2,26,1,0,5,1,1,5,76002,76029
2,1,2,3,5,4,5,7,8,8,1,9,3,1,60,2,1,5,1,2,5,76003,76002
1,1,2,3,8,8,7,8,7,1,1,3,3,2,40,3,0,5,1,4,7,76029,76010
1,1,2,3,1,1,1,2,1,5,1,10,3,2,59,1,1,5,1,1,5,76004,76003
1,2,2,3,4,7,6,3,3,5,1,2,3,2,51,1,0,5,1,1,5,76004,76003
1,2,2,3,4,8,4,7,8,4,4,7,3,2,23,1,0,5,1,3,4,76004,76001
2,1,2,3,9,10,1,2,1,10,1,7,3,1,32,2,1,5,1,2,7,76002,76003
2,1,2,3,8,2,2,2,1,5,1,5,4,2,18,2,1,5,0,1,5,76002,76001
1,1,2,3,2,8,2,8,1,5,5,5,3,1,40,2,1,5,1,1,5,4,4
1,1,2,3,8,9,1,8,1,1,1,1,2,1,40,2,1,5,0,1,2,76029,76003
1,1,2,3,8,5,3,1,10,10,1,10,3,1,60,1,1,5,0,3,4,4,4
1,1,2,3,7,5,3,2,1,9,10,9,4,1,23,1,1,5,0,1,3,76002,76007
1,1,2,3,8,1,3,8,10,1,1,10,4,1,61,1,1,5,0,2,5,76002,76003
1,1,2,3,9,8,4,1,5,7,1,10,3,1,40,2,1,5,0,2,3,4,4
1,1,2,3,8,7,2,2,1,8,1,10,3,2,31,3,0,5,1,3,2,4,4
1,1,2,3,5,5,2,8,1,5,1,10,3,2,43,1,0,5,0,1,3,NA,NA
1,1,1,3,8,8,5,3,1,10,1,6,4,2,46,2,1,5,0,4,6,76001,76002
1,2,2,3,8,5,2,8,5,1,1,5,4,2,77,1,1,5,1,2,9,76003,76002
1,1,2,3,7,7,7,8,7,4,7,4,4,2,82,1,1,6,0,1,7,76002,76001
1,1,2,3,5,5,4,8,4,4,5,5,4,2,61,1,0,6,0,2,6,76002,76001
1,2,2,3,6,5,6,7,5,3,4,3,3,1,54,1,1,6,0,2,7,76002,76003
1,1,2,2,4,4,5,7,5,4,4,3,3,1,60,1,1,6,1,1,8,76002,76003
1,2,1,3,5,5,5,6,4,4,4,4,3,2,35,1,0,6,0,1,7,76002,76003
1,1,2,3,6,5,5,6,5,3,3,5,3,2,22,1,0,6,1,1,7,76002,76003
1,1,2,3,2,4,3,6,4,3,3,2,3,2,70,1,1,6,0,3,7,76002,76003
1,1,2,1,3,3,4,6,4,4,3,2,3,2,24,1,0,6,0,0,5,76002,76003
1,1,2,3,4,5,4,6,7,3,2,3,4,2,56,1,1,6,1,1,8,76002,76003
1,2,2,3,7,4,4,7,3,3,3,3,3,2,63,1,1,6,1,2,4,76002,76003
2,2,3,3,3,4,3,7,2,4,4,3,3,1,29,1,1,3,0,0,5,76001,4
2,3,2,3,4,5,4,6,4,4,4,3,3,1,19,1,0,3,0,0,6,4,4
2,3,3,3,5,5,3,7,4,5,5,6,3,1,65,1,1,3,0,3,6,76002,4
2,3,3,2,8,9,2,7,3,5,2,2,2,1,25,2,1,3,0,2,9,76001,76002
2,3,2,3,7,5,4,5,3,2,5,7,3,1,28,1,1,3,0,2,6,76001,4
2,3,3,3,6,6,5,7,3,5,1,6,3,2,63,1,1,3,0,2,6,76001,4
2,2,3,2,3,8,5,7,4,3,2,2,3,1,70,1,1,3,0,1,6,76001,4
2,3,3,2,2,3,2,5,7,6,6,6,2,2,40,1,1,3,0,1,5,4,4
2,2,3,3,2,2,3,8,3,5,5,3,4,2,50,1,1,3,0,1,6,76006,76002
3,1,2,3,9,9,2,6,1,10,5,9,4,2,40,3,0,3,0,5,10,76003,76029
2,1,1,2,1,8,1,2,8,5,1,10,3,2,39,3,1,8,0,2,10,76002,76006
1,1,3,2,7,5,2,2,5,5,2,5,3,1,52,3,1,8,1,3,5,5,4
1,1,2,2,4,5,6,2,3,9,5,8,2,2,50,3,1,8,1,3,3,76002,76006
1,1,1,3,9,7,10,7,9,8,1,9,4,2,63,2,1,8,0,3,2,76001,76002
1,1,2,3,5,7,4,7,3,7,7,6,3,2,22,3,1,8,0,3,3,76002,76006
NA,1,2,3,5,5,7,7,5,5,3,5,3,2,77,2,1,8,1,2,10,4,76002
1,1,2,3,1,3,3,1,1,10,5,8,3,2,58,3,1,8,1,3,4,4,76006
1,1,2,3,1,5,3,NA,1,10,1,10,3,2,26,3,1,8,0,2,3,4,4
1,1,2,3,4,8,4,7,5,6,3,7,3,2,46,3,1,8,0,2,7,76002,4
1,1,2,2,10,NA,1,2,1,10,5,10,3,2,53,2,1,8,1,4,NA,4,76002
2,2,2,3,5,8,6,6,3,1,5,9,4,1,25,3,1,8,0,2,1,76002,76001
2,1,2,2,5,5,5,2,1,1,1,1,4,2,39,2,1,8,0,2,8,76002,76006
1,1,2,3,1,1,8,8,8,1,8,8,4,2,46,2,1,8,0,3,1,76006,76002
2,1,2,3,2,8,8,6,2,1,1,1,4,2,51,1,1,8,0,1,5,76006,76004
2,1,2,3,10,10,7,7,8,1,1,3,1,1,51,1,1,8,0,0,1,76002,76006
2,1,2,3,8,5,2,2,8,NA,NA,NA,4,2,58,2,1,8,0,3,2,76002,76006
2,1,2,3,3,5,8,2,8,3,3,8,4,2,56,3,1,8,0,3,5,4,4
1,1,2,3,7,7,1,1,10,5,5,10,4,1,26,2,1,8,0,3,5,76002,76006
2,1,2,3,1,3,2,8,1,10,10,10,2,1,27,1,1,8,0,2,5,76002,76004
1,1,2,2,8,10,10,2,1,1,NA,NA,4,1,21,1,0,8,0,3,5,76002,76003
1,1,2,1,6,8,7,2,2,6,1,8,2,2,21,2,0,7,1,3,4,76001,4
2,1,1,2,2,4,3,2,10,1,1,10,3,1,19,1,1,7,1,3,2,76029,76002
2,2,2,1,9,10,10,2,5,6,1,6,2,2,38,1,0,7,1,2,4,4,4
2,1,2,3,8,4,2,1,8,8,5,8,4,1,62,3,0,7,1,3,7,4,76004
1,1,2,3,8,6,4,7,7,6,1,6,3,2,44,3,1,7,1,5,5,76001,76002
2,1,2,3,8,1,1,2,10,9,10,10,3,2,58,3,1,7,1,1,3,4,76029
2,1,2,2,3,10,1,2,1,5,1,5,3,2,20,3,1,7,1,2,5,76001,4
1,1,2,3,7,5,1,2,1,10,5,5,4,1,23,3,1,7,1,3,5,76003,76002
2,1,2,3,4,10,1,1,10,8,10,10,4,1,23,NA,0,7,1,1,7,76002,4
2,1,2,3,5,8,6,8,5,6,4,5,3,2,18,2,0,7,0,1,8,4,76002
1,1,2,3,9,3,8,6,2,5,5,5,3,2,43,3,1,5,1,3,5,76001,76002
1,2,2,3,10,3,3,6,1,4,1,10,3,2,62,1,1,5,1,2,7,76001,76010
1,1,2,3,8,2,3,6,2,8,1,8,3,2,20,3,1,5,1,1,5,76001,76002
1,1,2,3,7,8,5,6,5,9,5,6,3,2,24,3,0,5,0,3,5,76003,76002
1,2,2,3,4,1,4,6,1,2,1,8,3,2,33,1,1,5,0,1,3,76003,76002
2,1,2,2,2,8,5,6,5,6,1,5,3,1,53,1,0,5,1,3,5,76002,76003
1,1,2,3,3,8,2,6,1,1,5,10,4,2,59,1,1,5,1,1,10,76002,76010
1,1,2,3,8,3,4,6,1,1,1,8,1,1,54,1,1,5,1,1,7,76001,76002
1,3,2,3,6,4,4,6,4,1,1,3,2,1,49,1,1,5,1,3,6,76006,76001
1,1,2,3,8,3,5,6,1,1,1,10,4,1,57,1,1,5,0,1,3,76001,76006
2,1,2,3,4,9,6,2,3,5,4,5,1,2,32,1,0,7,0,4,NA,76002,76010
2,1,2,1,10,1,5,6,7,9,5,9,4,2,22,1,0,7,0,2,1,76007,4
2,1,2,2,5,5,5,7,9,5,5,5,3,2,35,1,0,7,1,3,5,76002,4
2,3,1,3,5,4,1,6,3,1,1,5,2,1,18,1,NA,7,0,2,NA,76002,4
1,1,2,3,10,10,1,3,5,5,5,10,4,1,24,2,1,7,1,2,10,76002,76010
2,1,2,3,4,6,5,7,5,2,2,3,4,2,25,2,1,7,1,2,NA,4,76002
2,1,2,3,7,8,8,8,8,5,5,5,3,2,32,2,1,7,0,2,NA,76003,76010
1,3,2,3,7,1,10,7,7,1,1,10,4,2,50,2,1,7,1,1,10,76002,76006
1,2,2,1,5,10,5,1,7,5,10,1,3,2,34,1,0,7,0,2,NA,4,4
2,3,2,3,10,10,5,3,10,5,1,7,4,1,41,1,1,7,1,1,5,76002,76003
2,1,2,3,1,1,1,8,6,4,4,5,4,1,56,1,0,7,0,0,8,76001,4
1,1,2,3,10,5,1,7,1,NA,1,10,3,2,47,2,0,7,1,4,1,76002,76003
2,1,2,3,1,6,5,8,1,5,1,4,4,2,NA,2,1,7,0,1,1,4,4
3,1,2,3,9,1,10,6,1,1,1,1,3,1,51,1,1,7,0,1,9,4,4
2,1,2,3,9,10,1,2,10,5,1,1,3,1,37,1,0,7,0,2,1,76002,76001
1,1,2,3,9,9,9,6,1,1,1,1,3,2,73,1,1,7,0,2,9,76002,4
2,2,2,3,10,10,1,7,1,5,1,9,4,2,50,1,1,7,0,1,10,76002,4
2,2,2,3,1,10,1,8,5,1,1,1,3,2,40,2,0,7,0,2,9,76002,76001
1,1,1,3,1,5,7,7,1,10,10,10,3,2,56,1,1,7,1,5,5,76001,4
1,1,2,3,8,8,5,7,1,10,1,10,3,1,38,1,1,7,0,3,5,4,4
2,1,2,3,10,7,1,7,10,7,3,8,4,2,36,3,1,5,0,3,5,76006,76007
1,1,3,3,1,1,1,3,1,7,1,10,2,1,44,1,1,5,0,4,10,76006,76002
1,1,2,2,8,6,3,6,1,7,1,8,3,1,32,2,1,5,0,3,7,76001,4
1,1,2,3,5,5,1,8,2,1,1,5,4,2,22,2,0,5,1,1,7,5,76010
1,1,2,3,10,10,1,6,2,5,1,1,4,2,42,2,0,5,0,3,5,76006,4
1,1,2,3,4,5,6,6,1,6,1,6,3,2,35,2,1,5,0,3,5,76001,76007
1,3,2,3,10,8,4,2,9,1,1,10,4,1,18,1,0,5,0,1,7,76003,76005
1,1,2,2,9,9,1,2,1,5,6,10,3,2,31,2,0,5,0,2,NA,76002,76029
1,1,2,3,10,10,1,7,2,8,2,7,4,2,38,2,1,5,0,5,10,76002,76001
2,3,2,3,8,10,1,2,1,3,5,8,3,1,24,2,NA,5,1,0,7,4,76002
1,1,2,2,6,7,3,3,1,5,5,5,3,2,21,3,0,7,1,2,5,76002,76006
2,1,2,3,5,5,4,2,3,4,3,3,2,2,34,1,0,7,0,NA,5,76002,76001
2,3,2,3,9,5,1,6,1,3,1,10,2,1,46,3,NA,7,0,NA,6,76002,76006
1,1,2,2,6,4,7,7,5,4,3,1,3,2,33,3,1,7,0,NA,4,5,76002
1,3,2,3,5,5,5,8,6,6,6,6,3,2,75,1,1,7,0,NA,5,76007,76002
1,1,2,2,6,5,4,2,5,4,1,4,4,1,20,2,1,7,0,NA,7,4,4
1,3,2,2,7,1,9,2,3,5,3,5,4,1,21,2,1,7,1,NA,8,4,76002
2,3,2,2,5,4,5,2,4,7,NA,9,3,1,40,2,1,7,1,NA,6,4,4
3,NA,NA,3,9,5,6,7,1,1,1,1,3,2,19,3,1,7,1,NA,8,4,4
2,1,2,3,6,6,5,2,8,3,4,6,4,1,22,1,0,7,1,NA,5,76002,76006
2,1,3,3,9,10,3,2,3,4,1,4,2,2,34,2,1,8,0,2,4,4,NA
1,1,1,3,9,8,1,8,5,2,1,5,4,1,22,2,1,8,0,2,5,76002,4
1,1,2,3,4,7,4,7,4,4,2,7,4,1,20,2,1,8,0,3,6,76003,76002
1,2,2,1,8,4,6,7,7,NA,4,4,3,2,23,2,0,8,0,1,5,76002,4
2,1,2,2,5,4,NA,8,7,2,2,3,3,2,23,2,1,8,1,1,NA,NA,4
1,1,2,3,1,1,1,8,10,1,1,1,4,2,18,1,0,8,0,3,NA,76002,76001
1,1,2,3,9,5,8,7,6,6,6,10,4,2,40,2,0,8,0,3,5,76029,4
2,2,2,3,7,8,6,1,6,6,1,9,4,2,23,1,0,8,1,1,3,76004,76029
2,1,2,3,10,1,6,2,8,3,3,10,3,2,21,2,0,8,1,2,10,76003,4
1,2,2,3,7,4,2,8,8,2,1,3,3,2,23,2,0,8,0,2,3,76002,76001
1,1,2,3,10,2,2,1,9,2,9,2,NA,2,19,1,0,7,0,1,8,4,4
1,1,2,3,7,5,2,6,5,10,1,5,3,2,26,2,1,7,1,3,6,76002,76029
1,1,2,3,5,5,3,6,3,8,1,10,3,2,34,2,0,7,0,3,5,76002,76029
1,3,2,3,10,2,1,1,3,5,5,5,3,1,39,3,1,7,0,1,3,76029,4
1,1,2,3,10,5,1,2,5,10,1,10,2,2,51,1,0,7,0,1,NA,76002,76029
2,2,2,2,8,4,3,2,1,1,1,8,1,1,31,2,1,7,1,2,5,4,4
1,1,2,3,8,5,3,8,5,10,1,5,3,2,54,2,1,7,0,3,5,4,76002
1,1,3,2,7,7,4,7,10,5,5,5,2,2,19,3,1,7,1,2,5,4,4
1,1,2,3,8,10,7,7,1,1,1,4,1,2,53,1,0,7,1,NA,5,4,4
1,1,2,3,8,3,2,7,1,10,5,10,3,2,25,3,1,7,0,2,5,76001,76029
1,1,2,3,7,5,5,7,5,5,3,5,2,2,75,3,1,3,1,5,5,76006,76005
1,1,2,2,6,6,10,7,3,5,1,8,4,1,44,2,1,3,0,3,5,76002,4
2,2,2,3,8,5,5,8,8,5,1,1,3,2,37,2,1,3,1,2,5,76001,4
1,3,2,3,1,10,5,7,1,5,1,5,3,2,28,1,0,3,1,2,4,76001,76006
1,3,2,1,9,8,8,7,5,8,3,7,3,2,26,1,0,3,1,2,5,76004,76004
2,1,2,3,10,10,10,5,10,10,8,10,3,2,35,2,1,3,1,2,10,76001,76006
1,3,2,3,8,2,1,2,2,1,1,8,3,2,45,1,0,3,0,1,2,76002,76004
NA,2,2,2,4,9,NA,7,1,NA,1,1,4,2,37,1,1,3,1,NA,5,76001,76004
1,1,2,3,8,6,5,6,5,5,1,5,4,1,58,1,1,3,0,2,5,76002,76010
1,3,3,2,1,10,1,8,1,1,1,1,3,2,57,1,1,3,0,5,5,5,4
1,2,2,3,4,9,4,8,1,1,1,1,4,1,66,1,1,7,1,2,1,76002,76003
1,1,2,3,8,7,5,7,4,3,6,3,1,2,46,3,1,7,0,2,6,4,76002
1,1,2,3,7,2,1,8,7,1,1,1,4,2,35,3,0,7,1,5,3,76003,76002
1,1,2,3,9,2,8,7,2,2,1,1,4,2,75,1,0,7,1,2,5,4,4
1,1,2,2,3,4,1,7,4,1,1,1,4,2,58,1,0,7,0,2,6,76001,5
2,1,2,3,7,6,4,7,1,8,1,10,4,2,41,3,0,7,0,3,4,76002,76005
1,3,2,3,4,6,2,6,8,5,4,8,2,2,34,3,1,7,1,2,5,4,76002
1,1,2,3,6,4,4,7,1,1,1,4,3,2,50,3,1,7,1,3,6,76002,4
2,3,2,3,8,1,1,7,1,1,1,1,4,1,79,1,1,7,1,0,5,76001,76003
1,2,2,3,5,5,5,7,2,1,1,1,4,2,77,1,1,7,0,1,5,4,4
2,1,2,3,5,9,7,2,1,1,1,1,3,1,49,1,1,7,0,2,9,76002,76006
1,1,1,3,10,2,9,8,2,1,4,3,2,1,18,1,0,7,1,0,3,76002,76003
2,1,2,3,9,10,1,7,1,4,1,9,3,2,46,1,0,7,0,NA,9,76002,76003
1,1,3,3,9,8,2,7,1,3,1,4,3,2,33,1,0,7,0,3,9,76001,76029
1,2,2,3,6,7,5,7,4,2,1,3,2,2,48,1,1,7,1,2,5,76002,76029
1,1,1,2,10,7,3,1,1,7,1,10,4,2,32,1,0,7,0,3,7,76002,76001
1,1,2,2,8,5,1,8,1,1,1,10,3,2,54,1,1,7,0,2,5,4,4
2,2,2,3,8,10,7,2,9,1,1,2,1,2,31,1,0,7,0,2,10,76002,76010
1,1,1,3,8,9,4,8,8,1,1,1,3,2,20,3,0,7,1,3,7,4,76002
2,1,2,3,9,4,1,2,8,1,1,2,3,1,25,1,0,7,0,2,5,76002,76001
NA,1,2,3,2,2,2,5,4,5,4,6,1,1,55,1,NA,6,0,NA,5,4,4
3,1,3,3,5,2,1,2,2,4,2,5,3,1,46,1,NA,6,0,NA,5,76002,NA
NA,1,3,3,2,3,2,6,1,4,4,6,4,1,30,2,NA,6,0,NA,5,76002,76010
NA,2,2,3,4,1,2,5,1,4,3,5,1,1,27,1,1,6,1,NA,5,76005,76002
NA,2,2,3,5,1,1,5,1,3,7,2,4,1,23,1,1,6,0,NA,5,4,4
NA,2,3,3,3,1,2,6,2,5,5,6,3,1,32,1,1,6,0,NA,4,4,4
NA,1,2,3,2,3,4,5,3,4,4,4,1,1,39,1,NA,6,0,NA,2,76006,5
NA,2,2,3,3,3,2,2,3,3,3,9,1,1,48,1,NA,6,1,NA,5,4,4
NA,2,2,3,2,3,4,2,2,4,4,4,4,1,19,1,NA,6,1,NA,4,4,4
NA,1,2,3,3,2,3,6,2,3,3,5,1,1,51,1,NA,6,0,NA,5,4,4
1,2,2,3,7,10,5,6,9,8,3,9,3,2,21,2,0,4,0,2,9,76002,76001
2,1,2,3,2,5,4,6,NA,3,5,7,4,1,64,1,1,4,0,2,8,5,4
2,1,2,1,7,3,4,2,5,7,4,7,3,1,45,1,1,4,1,2,7,76002,76010
1,1,2,1,1,10,1,6,1,10,1,10,4,2,28,2,1,4,0,3,NA,76002,4
1,1,2,3,NA,NA,NA,2,10,1,1,1,4,2,29,1,NA,4,0,1,3,76002,4
NA,1,2,3,NA,NA,8,8,NA,1,1,1,4,2,60,2,0,4,1,2,10,4,4
1,1,2,3,1,1,7,2,NA,10,1,8,4,2,20,2,0,4,0,2,10,76002,76001
1,1,2,3,4,6,6,2,6,6,1,8,3,2,35,2,1,4,0,2,NA,76002,NA
1,1,2,3,5,10,10,6,3,7,NA,10,4,2,18,1,0,4,0,3,10,76002,76010
NA,1,2,2,2,7,4,7,2,7,1,7,3,2,20,2,0,4,0,2,5,76002,76001
NA,2,2,3,5,10,10,6,5,1,1,1,3,2,71,1,1,6,0,2,10,76002,NA
1,2,2,3,9,3,10,2,8,5,2,8,4,2,18,2,0,6,0,3,4,76002,76006
2,1,1,3,4,7,6,8,5,9,5,10,3,2,40,2,1,6,1,1,3,4,76004
1,1,2,1,7,8,7,7,1,1,1,1,3,2,19,2,0,6,1,2,6,76002,76001
2,1,2,3,8,7,6,5,5,10,7,5,3,2,29,3,1,6,1,2,6,76002,76006
1,1,2,3,1,NA,3,6,1,5,5,10,3,2,35,1,0,6,0,2,NA,NA,NA
1,1,2,3,3,8,4,7,3,4,2,2,2,2,56,1,1,6,1,3,8,76002,76001
1,2,3,3,10,8,1,6,NA,5,6,9,2,2,22,1,0,6,0,3,1,76002,4
1,3,2,3,1,5,5,5,1,5,1,1,4,1,34,1,0,6,0,2,NA,76002,4
1,1,1,2,10,8,10,7,10,10,1,1,4,2,26,1,1,6,0,1,5,4,76006
1,3,2,3,10,10,10,6,10,1,1,10,3,2,28,1,1,5,0,3,NA,76006,76005
2,1,2,3,5,7,3,8,1,6,2,10,4,2,26,1,1,5,0,0,NA,76006,4
1,NA,NA,3,8,9,10,6,4,3,1,2,4,2,25,2,1,5,0,2,NA,4,4
1,2,2,3,4,8,8,6,4,4,5,8,4,1,25,1,0,5,0,4,NA,NA,NA
1,1,1,3,7,4,7,6,7,8,3,9,4,2,18,2,0,5,0,2,2,76002,4
1,1,1,3,5,3,NA,2,1,8,1,10,4,1,23,1,1,5,1,NA,1,4,4
1,1,2,3,6,2,8,2,3,NA,NA,10,4,2,20,2,0,5,1,2,4,76002,76006
1,1,2,3,2,3,1,6,5,5,1,5,2,2,19,1,1,5,0,3,NA,76006,76002
1,1,3,2,7,10,1,6,7,NA,NA,10,4,2,21,2,1,5,0,NA,NA,76006,76010
1,3,2,3,4,7,3,2,2,1,1,7,3,1,39,1,0,5,0,0,NA,4,4
2,1,2,3,5,9,3,1,8,1,1,4,3,2,39,2,1,6,1,1,3,76002,4
1,2,2,3,8,5,4,1,2,6,3,5,4,1,19,1,1,6,0,2,NA,NA,NA
1,2,1,3,4,10,10,7,1,10,1,10,1,2,35,1,1,6,0,1,NA,76002,76006
1,1,2,3,8,9,8,7,3,5,5,5,3,2,33,2,1,6,1,1,NA,4,4
1,1,3,3,5,7,4,1,5,9,7,7,4,2,32,1,0,6,0,1,NA,76006,4
2,2,2,3,5,10,10,6,10,10,1,1,3,2,33,1,0,6,0,1,NA,76006,4
2,1,2,3,1,10,10,2,2,5,1,NA,4,2,42,1,1,6,0,2,10,76006,76001
1,1,2,3,1,1,10,7,1,1,1,10,3,1,24,1,0,6,1,2,1,76002,76010
2,2,2,3,10,10,1,8,1,1,1,1,4,1,25,1,1,6,0,2,NA,76006,76003
1,2,2,3,1,1,6,7,1,1,1,10,4,1,44,2,1,6,1,0,10,76006,76029
2,1,1,1,8,1,1,6,1,5,9,9,3,1,66,3,1,8,1,2,9,76029,76002
2,1,2,3,1,10,10,8,10,1,1,1,4,2,29,3,1,8,1,2,5,4,76002
1,3,2,3,8,10,8,2,NA,5,5,9,4,2,38,2,1,8,0,3,8,4,4
1,1,2,2,8,1,1,7,5,5,5,5,2,1,41,3,1,8,1,4,4,76010,76002
1,1,2,3,5,5,8,8,2,5,1,5,4,1,47,3,1,8,1,3,5,76003,76029
2,1,2,1,3,5,4,2,3,10,1,5,3,1,21,2,1,8,1,3,5,4,76002
1,1,2,3,6,5,5,1,10,3,7,10,3,2,20,3,1,8,1,2,10,76003,76002
1,1,1,2,1,1,1,7,1,10,1,10,2,2,67,3,1,8,1,3,5,76003,76002
2,1,3,3,6,6,3,2,2,10,4,10,2,2,46,3,1,8,1,3,4,76010,76006
1,1,2,3,9,1,1,2,1,5,5,5,4,1,68,2,1,8,0,2,10,4,76002
1,1,2,3,3,1,3,8,1,1,1,1,4,2,30,1,NA,5,1,0,5,4,4
1,2,2,3,1,3,4,7,3,2,1,3,3,2,42,1,0,5,1,1,5,76002,4
1,1,3,3,1,1,1,7,1,5,1,7,4,1,20,2,1,5,1,3,8,76002,4
1,3,2,3,5,7,1,8,1,1,1,1,2,1,58,1,1,5,0,0,5,4,4
2,1,2,3,3,4,3,1,1,5,1,3,4,1,56,1,1,5,0,1,5,76002,76003
1,2,2,3,5,5,4,7,5,5,1,8,4,2,35,1,NA,5,1,0,5,76002,76006
2,2,2,3,5,5,3,8,2,5,2,3,4,1,31,2,1,5,0,2,7,76002,4
1,1,1,2,3,4,4,7,1,1,1,1,2,1,45,1,1,5,0,0,5,76002,NA
2,1,2,3,1,1,10,8,1,5,1,1,4,1,47,1,NA,5,1,0,5,4,76007
NA,1,2,3,1,1,3,2,1,1,1,10,4,2,26,1,1,5,0,NA,NA,4,4
1,1,1,3,2,3,3,7,2,5,1,3,4,2,67,1,1,8,1,1,5,4,76002
1,1,2,3,5,2,2,6,5,5,5,5,3,2,43,3,1,8,0,2,5,4,4
1,1,3,3,2,1,4,8,1,4,2,7,4,1,62,1,1,8,1,3,5,76003,NA
1,1,2,3,5,5,5,2,10,1,1,1,4,2,74,2,1,8,1,1,5,76001,4
1,1,2,3,5,1,3,7,2,5,5,8,3,2,54,3,1,8,1,2,5,76001,76002
1,1,2,3,5,1,5,8,5,5,1,8,4,2,32,3,1,8,1,2,5,76003,76002
1,1,1,3,5,1,1,7,1,1,1,5,1,1,38,2,1,8,1,3,5,76002,76001
1,1,2,3,3,1,4,7,3,3,3,6,3,1,34,2,1,8,1,2,5,76001,76002
